provider_id,provider_name,hq_address_1,hq_address_2,hq_borough,hq_city,hq_state,hq_postcode,provider_ein,provider_website,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
913,RFRS RADIOLOGY PC RADIOLOGY FILM READING,,,,,,,,,,,,,,,,
914,SUS-URGENT HOUSING PROGRAMS INC,,,,,,,,,,,,,,,,
915,RYAN/CHELSEA-CLINTON CHC,,,,,,,,,,,,,,,,
916,JAMAICA HOSPITAL MEDICAL CENTER,,,,,,,,,,,,,,,,
918,"OPUS DANCE THEATRE & COMMUNITY SERVICES, INC.",,,,,,,,,,,,,,,,
919,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION  CENTER, INC.",,,,,,,,,,,,,,,,
920,FRIENDS OF ISLAND ACADEMY INC,"127 West 127th Street, Suite 127",,,New York,NY,10027,133576756,friendsny.org,,,,,,,,
921,ABT ASSOCIATES INC,,,,,,,,,,,,,,,,
922,ECKERD YOUTH ALTERNATIVES INC,,,,,,,,,,,,,,,,
923,SUPPORT CENTER FOR NONPROFIT MANAGEMENT INC,,,,,,,,,,,,,,,,
924,BRONXCARE HEALTH SYSTEM,,,,,,,,,,,,,,,,
925,"FISCAL MANAGEMENT ASSOC, LLC",,,,,,,,,,,,,,,,
926,"FACES NY, INC.",,,,,,,,,,,,,,,,
927,PEOPLE CARE INC.,,,,,,,,,,,,,,,,
928,NEW YORK FOUNDATION FOR SENIOR CITIZENS HOME ATTENDANT SVC,11 park Ave,Suite 1416,Manhattan,New York,NY,10007,133083582,,40.747378,-73.98111,106,2,72,1018515,1008900003,Murray Hill-Kips Bay
929,"PERSONAL - TOUCH HOME CARE OF N.Y., INC.",,,,,,,,,,,,,,,,
930,"IRIS HOUSE: A CENTER FOR WOMEN LIVING WITH HIV, INC.",,,,,,,,,,,,,,,,
931,GALLAGHER & CO. ADJUSTERS INC.,,,,,,,,,,,,,,,,
932,FORESTDALE INC,,,,,,,,,,,,,,,,
933,MORNINGSIDE RETIREMENT AND HEALTH SERVICES INC,,,,,,,,,,,,,,,,
934,HEALTH RESEARCH INC,,,,,,,,,,,,,,,,
935,NEW YORK FOUNDATION FOR SENIOR CITIZENS GUARDIAN SERVICES IN,11 Park Place,Suite 1116,Manhattan,New York,NY,10007,13-3501671,www.nyfsc.org,40.712828,-74.008296,101,1,21,1001399,1001240004,SoHo-TriBeCa-Civic Center-Little Italy
936,PENN SOUTH SOCIAL SERVICES INC,,,,,,,,,,,,,,,,
937,GOTHAM PER DIEM INC,,,,,,,,,,,,,,,,
938,HOUSING WORKS INC,,,,,,,,,,,,,,,,
939,RIVERSIDE LANGUAGE PROGRAM INC,,,,,,,,,,,,,,,,
940,VENTURE HOUSE INC,,,,,,,,,,,,,,,,
941,RICHMOND HOME NEED SERVICES INC,,,,,,,,,,,,,,,,
942,ALLEN WOMEN'S RESOURCE CENTER LTD,PO Box 340316,,Queens,11434,NY,11434,11-2822398,awrcny.org,,,,,,,,
943,EDEN II SCHOOL FOR AUTISTIC CHILDREN INC,,,,,,,,,,,,,,,,
944,"SPRING CREEK SENIOR PARTNERS, INC",,,,,,,,,,,,,,,,
945,ASSOCIATION FOR NEUROGICALLY IMPAIRED BRAIN INJURED CHILDREN,,,,,,,,,,,,,,,,
946,UNIVERSITY CONSULTATION AND TREATMENT CENTER FOR MENTAL HYGI,,,,,,,,,,,,,,,,
947,EDUCATIONAL DATA SYSTEMS INC,15300 Commerce Drive North,Ste 200,,Dearborn,MI,48120,,https://www.edsisolutions.com/,,,,,,,,
948,THE GUILD FOR EXCEPTIONAL CHILDREN INC,,,,,,,,,,,,,,,,
950,"COLUMBA SERVICES,  INC.",,,,,,,,,,,,,,,,
951,CITYBRIDGE LLC,,,,,,,,,,,,,,,,
952,"EMPLOYMENT PROGRAM FOR RECOVERED ALCOHOLICS, INC",,,,,,,,,,,,,,,,
953,"THE CENTER FOR FAMILY SUPPORT, INC.",,,,,,,,,,,,,,,,
954,CLINTON HOUSING DEVELOPMENT CO INC,,,,,,,,,,,,,,,,
955,RUTGERS THE STATE UNIVERSITY OF NEW JERSEY,,,,,,,,,,,,,,,,
956,AMERICA WORKS OF NEW YORK INC,,,,,,,,,,,,,,,,
957,"FREEDOM HOUSE FOR PEOPLE WITH DISABLILITIES, INC.",,,,,,,,,,,,,,,,
958,Food First Family Project Inc,,,,,,,,,,,,,,,,
959,COMPREHENSIVE YOUTH  DEVELOPMENT INC,,,,,,,,,,,,,,,,
961,EMERGENCY SKILLS INC,,,,,,,,,,,,,,,,
962,AMERICAN ITALIAN COALITION OF ORGANIZATIONS,,,,,,,,,,,,,,,,
963,CONVENT AVENUE BAPTIST CHURCH,,,,,,,,,,,,,,,,
965,ST JOHN/ST MATTHEW EMMANUEL LUTHERAN CHURCH Y,,,,,,,,,,,,,,,,
967,NORTHWELL HEALTH LABORATORIES,,,,,,,,,,,,,,,,
970,WOMEN'S PRISON ASSOCIATION & HOME INC,,,,,,,,,,,,,,,,
973,EPILEPSY INSTITUTE,,,,,,,,,,,,,,,,
974,EAST HARLEM COUNCIL FOR COMM IMPROVEMENT INC,,,,,,,,,,,,,,,,
975,"NEW YORK ROAD RUNNERS, INC.",,,,,,,,,,,,,,,,
976,GOWANUS CANAL CONSERVANCY INC,,,,,,,,,,,,,,,,
977,BROOKLYN KINGS COUNTY HISPANIC CHAMBER OF COMMERCE,,,,,,,,,,,,,,,,
978,WNET,,,,,,,,,,,,,,,,
979,QUEENS ECONOMIC DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
980,WESTCHESTER SQUARE DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
982,Faith At Work Christian Church,,,,,,,,,,,,,,,,
984,TEACHERS AND WRITERS COLLABORATIVE,,,,,,,,,,,,,,,,
985,VOCAL VILLAGE INC,,,,,,,,,,,,,,,,
987,ASTORIA PERFORMING ARTS CENTER INC,,,,,,,,,,,,,,,,
988,HSS SCREENING AND EARLY DETECTION INC.,,,,,,,,,,,,,,,,
989,GERRITSEN BEACH CARES INC,,,,,,,,,,,,,,,,
990,SAKHI FOR SOUTH ASIAN WOMEN,,,,,,,,,,,,,,,,
991,Tell Every Amazing Lady About Ovarian Cancer Louisa M McGre,,,,,,,,,,,,,,,,
1002,"Accion East, Inc.",,,,,,,,,,,,,,,,
1016,CHINATOWN DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
1022,NEW YORK SUN WORKS INC.,,,,,,,,,,,,,,,,
1026,LEGAL MOMENTUM,,,,,,,,,,,,,,,,
1028,INTERNATIONAL LANGUAGE SERVICES INC,,,,,,,,,,,,,,,,
1030,"THE NEW BRONX CHAMBER OF COMMERCE, INC.",,,,,,,,,,,,,,,,
1031,BROOKLYN ARTS COUNCIL INC,,,,,,,,,,,,,,,,
1038,MOSHOLU PRESERVATION CORP,,,,,,,,,,,,,,,,
1044,BIG APPLE GREETER INC,,,,,,,,,,,,,,,,
1052,EVERGREEN INC - YOUR NORTH BROOKLYN BUSINESS EXCHANGE,,,,,,,,,,,,,,,,
1053,SUNNYSIDE DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
1061,BELMONT DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
1065,CHURCH AVE DMA,,,,,,,,,,,,,,,,
1074,ALVIN AILEY DANCE FOUNDATION INC.,,,,,,,,,,,,,,,,
1083,CARNEGIE HILL NEIGHBORS INC,,,,,,,,,,,,,,,,
1088,WEST BRIGHTON COMMUNITY LOCAL DEVELOPMENT CORP,,,,,,,,,,,,,,,,
1091,PUBLICOLOR INC,,,,,,,,,,,,,,,,
1092,HARLEM BUSINESS ALLIANCE INC,,,,,,,,,,,,,,,,
1099,CENTRAL FULTON STREET DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
1100,VOLUNTEERS OF LEGAL SERVICE INC.,,,,,,,,,,,,,,,,
1101,BROOKLYN ACADEMY OF MUSIC,,,,,,,,,,,,,,,,
1104,ALLEN AME NEIGHBORHOOD PRESERVATION & DEVELOPMENT CORP,,,,,,,,,,,,,,,,
1107,"FOURTH ARTS BLOCK, INC.",,,,,,,,,,,,,,,,
1108,NEW YORK WOMENS CHAMBER OF COMMERCE INC,,,,,,,,,,,,,,,,
1109,UPPER WEST STRATEGIES LLC,,,,,,,,,,,,,,,,
1111,20/20 VISION FOR SCHOOLS INC.,,,,,,,,,,,,,,,,
1113,GROUNDSWELL COMMUNITY MURAL PROJECT INC.,,,,,,,,,,,,,,,,
1117,STATEN ISLAND NFP ASSOCIATION INC,,,,,,,,,,,,,,,,
1120,PURSUIT TRANSFORMATION COMPANY INC,,,,,,,,,,,,,,,,
1124,"BRIC ARTS MEDIA BKLYN, INC.",,,,,,,,,,,,,,,,
1132,COUNCIL ON THE ENVIRONMENT INC,,,,,,,,,,,,,,,,
1139,YOUTH REFERRAL & PLACEMENT UNIT INC,,,,,,,,,,,,,,,,
1141,CITY UNIVERSITY OF NEW YORK SENIOR COLLEGES,,,,,,,,,,,,,,,,
1146,HARLEM PARK TO PARK,,,,,,,,,,,,,,,,
1147,WOODHAVEN DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
1148,PRATT AREA COMMUNITY COUNCIL INC,,,,,,,,,,,,,,,,
1152,FIFTH AVE ASSOCIATION BID,,,,,,,,,,,,,,,,
1153,FLATBUSH AVE DMA,,,,,,,,,,,,,,,,
1154,ROW NEW YORK INC,,,,,,,,,,,,,,,,
1156,PITKIN AVENUE DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
1159,COMMUNITY INCLUSION & DEVELOPMENT ALLIANCE INC,,,,,,,,,,,,,,,,
1163,MOUSE INC,,,,,,,,,,,,,,,,
1165,STATEN ISLAND CHAMBER OF COMMERCE FOUNDATION,,,,,,,,,,,,,,,,
1174,BAYVIEW COMMUNITY COUNCIL INC DOWNTOWN STATEN ISLAND COUNCIL,,,,,,,,,,,,,,,,
1176,HABNET CHAMBER OF COMMERCE INC,,,,,,,,,,,,,,,,
1178,GRAND STREET DMA,,,,,,,,,,,,,,,,
1179,NYC ARTS CYPHER INC.,,,,,,,,,,,,,,,,
1180,LITERACY INC,,,,,,,,,,,,,,,,
1187,QCC SERVICES INC THE PAC PROGRAM,,,,,,,,,,,,,,,,
1188,CHAMBER OF COMMERCE BORO OF QN,,,,,,,,,,,,,,,,
1189,BUSINESS OUTREACH CENTER NETWORK INC,,,,,,,,,,,,,,,,
1190,VICTORY MUSIC  & DANCE COMPANY INC,660 Mother Gaston Blvd.,,Brooklyn,Brooklyn,NY,11212,472167056,www.victoryperformingarts.org,40.662541,-73.905041,316,42,918,3082155,3035930031,Brownsville
1194,COLUMBUS AVENUE DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
1197,FOREST AVENUE DMA INC. FOREST AVENUE BID,,,,,,,,,,,,,,,,
1201,NASRY MICHELEN DAY CARE CENTER INC,,,,,,,,,,,,,,,,
1205,"LINCOLN SQUARE DISTRICT MANAGEMENT ASSOCIATION, INC.",,,,,,,,,,,,,,,,
1208,United Auto Merchants Association,,,,,,,,,,,,,,,,
1209,MASPETH CHAMBER OF COMMERCE INC,,,,,,,,,,,,,,,,
1210,FIRST DEPARTMENT ASSIGNED COUNSEL CORP.,,,,,,,,,,,,,,,,
1211,ART BEYOND SIGHT INC,,,,,,,,,,,,,,,,
1213,SOUTHWEST BROOKLYN INDUSTRIAL DEVELOPMENT CORP.,,,,,,,,,,,,,,,,
1223,LONG ISLAND CITY PARTNERSHIP,,,,,,,,,,,,,,,,
1224,Service Corps of Retired Executives Association,,,,,,,,,,,,,,,,
1230,CARIBBEAN AMERICAN SPORTS & CULTURAL YOUTH MOVEMENT INC,,,,,,,,,,,,,,,,
1231,"NEXT STREET FINANCIAL,LLC",,,,,,,,,,,,,,,,
1235,NEW YORK CITY CRIMINAL JUSTICE AGENCY,,,,,,,,,,,,,,,,
1238,RPGA STUDIO INC,,,,,,,,,,,,,,,,
1240,BAYRIDGE 5TH AVENUE DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
1243,FASHION CENTER DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
1246,Naturally Occurring Cultural Districts NY Inc,,,,,,,,,,,,,,,,
1252,LOWER EAST SIDE DISTRICT MANAGEMENT ASSOCIATION INC,,,,,,,,,,,,,,,,
1266,NORTHFIELD COMMUNITY LDC OF STATEN ISLAND INC,,,,,,,,,,,,,,,,
1272,ONE WORLD PROJECT BROOKLYN,,,,,,,,,,,,,,,,
1294,THE ANIMATION PROJECT INC,325 NORTH END AVE SUITE 5B,,Manhattan,New York,NY,10282,,,40.716637,-74.014754,101,1,31703,1086507,1000167523,Battery Park City-Lower Manhattan
1314,MAKING BOOKS SING INC,,,,,,,,,,,,,,,,
1317,MANISH MAJITHIA CPA PC,,,,,,,,,,,,,,,,
1369,TRINITY HEALING CENTER INC,,,,,,,,,,,,,,,,
1370,"NORTH BROOKLYN COALITION AGAINST FAMILY VIOLENCE, INC.",,,,,,,,,,,,,,,,
1394,Restore NYC Inc,,,,,,,,,,,,,,,,
1402,CHILDREN'S MUSEUM OF THE ARTS,,,,,,,,,,,,,,,,
1419,"Digital Girl, Inc.",,,,,,,,,,,,,,,,
1430,MAN UP INC,797 Van Siclen Avenue,,Brooklyn,Brooklyn,NY,11207,030553092,www.manupinc.org,40.660149,-73.885391,305,42,1104,3097676,3043530001,East New York
1477,BRONX LACROSE INC,,,,,,,,,,,,,,,,
1509,THIRD SECTOR NEW ENGLAND INC,,,,,,,,,,,,,,,,
1514,TOLENTINE ZEISER COMMUNITY LIFE CENTER INC,,,,,,,,,,,,,,,,
1525,NEW YORK PEACE INSTITUTE INC,,,,,,,,,,,,,,,,
1550,THE FOREST HILLS JEWISH CENTER,,,,,,,,,,,,,,,,
1559,COMMONWISE EDUCATION INC,,,,,,,,,,,,,,,,
1562,APPELLATE ADVOCATES LEGAL SERVICES,,,,,,,,,,,,,,,,
1564,INSTITUTE FOR MEDIATION & CONFLICT RESOLUTION INC,,,,,,,,,,,,,,,,
1565,CENTER FOR APPELLATE LITIGATION,,,,,,,,,,,,,,,,
1568,"Read Alliance, Inc",,,,,,,,,,,,,,,,
1570,CARNEGIE HALL CORPORATION,881 SEVENTH AVENUE FLOOR 8,,,New York,NY,10019,131923626,,,,,,,,,
1577,URBAN YOUTH ALLIANCE INTERNATIONAL INC,432 E. 149TH STREET,2nd Floor,Bronx,Bronx,NY,10455,132969182,bronxconnect.org,40.815484,-73.916279,201,8,43,2115795,2022930044,Mott Haven-Port Morris
1583,NORTHERN MANHATTAN PERINATAL PARTNERSHIP,,,,,,,,,,,,,,,,
1627,DOMINICAN WOMEN'S DEVELOPMENT CENTER INC,,,,,,,,,,,,,,,,
1630,CONCOURSE HOUSE HDFC,,,,,,,,,,,,,,,,
1646,"UNITED FEDERATION OF BLACK COMMUNITY ORGANIZATION, INC",,,,,,,,,,,,,,,,
1667,THE MAYOR'S FUND TO ADVANCE NEW YORK CITY,,,,,,,,,,,,,,,,
1668,EXODUS TRANSITIONAL COMMUNITY INC,2271 THIRD AVENUE,,Manhattan,New York,NY,10035,311731465,www.etcny.org,40.802652,-73.936569,111,8,194,1054631,1017880004,East Harlem North
1669,HEALTH PEOPLE INC.,552 SOUTHERN BLVD,,Bronx,Bronx,NY,10455,510418243,www.healthpeople.org,40.812337,-73.903401,202,8,83,2004122,2026030007,Longwood
1674,67th Precinct Clergy Council Inc,,,,,,,,,,,,,,,,
1684,GREATER HUNTS POINT ECONOMIC DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
1685,ART NOT WAR LLC,,,,,,,,,,,,,,,,
1686,THE URBAN INSTITUTE,,,,,,,,,,,,,,,,
1687,MDRC,,,,,,,,,,,,,,,,
1688,ROCKAWAY BUSINESS ALLIANCE INC,,,,,,,,,,,,,,,,
1691,THE JUSTICE MANAGEMENT INSTITUTE,,,,,,,,,,,,,,,,
1692,MATHEMATICA POLICY RESEARCH INC,,,,,,,,,,,,,,,,
1693,NATIONAL OPINION RESEARCH CENTER,,,,,,,,,,,,,,,,
1694,LAWYERS ALLIANCE FOR NEW YORK,,,,,,,,,,,,,,,,
1704,"JAMAICA CENTER IMPROVEMENT ASSOCIATION, INC.",,,,,,,,,,,,,,,,
1716,RAINBOW CHILD DEVELOPMENT CENTER INC.,,,,,,,,,,,,,,,,
1724,QUEENS LAW ASSOCIATES NOT FOR PROFIT CORPORATION,,,,,,,,,,,,,,,,
1745,CENTER FOR FAMILY REPRESENTATION INC,,,,,,,,,,,,,,,,
1746,NEIGHBORHOOD DEFENDER SERVICE INC,,,,,,,,,,,,,,,,
1747,NEW YORK COUNTY DEFENDER SERVICES,,,,,,,,,,,,,,,,
1749,CITY UNIVERSITY OF NEW YORK - COMMUNITY COLLEGES,,,,,,,,,,,,,,,,
1829,ST PETERS EVANGELICAL LUTHERAN CHURCH IN THE BOROUGH OF BROO,,,,,,,,,,,,,,,,
1900,"YESHIVA TIFERETH MOSHE, INC.",,,,,,,,,,,,,,,,
1910,FUNDAY DAYCARE CENTER INC,,,,,,,,,,,,,,,,
1930,HEALTH MANAGEMENT ASSOCIATES INC,,,,,,,,,,,,,,,,
1933,CLOUDRED MULTIMEDIA LLC,,,,,,,,,,,,,,,,
1934,WRITE IT UP INC,,,,,,,,,,,,,,,,
1938,Partner & Partners LLC,,,,,,,,,,,,,,,,
1958,BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM,,,,,,,,,,,,,,,,
1960,NEW YORK CITY ECONOMIC DEVELOPMENT CORPORATION,,,,,,,,,,,,,,,,
1961,ESPERANZA NY INC,"636 BROADWAY, 4TH FLOOR",,Manhattan,New York,NY,10012,205892440,www.esperanzany.org,40.726247,-73.996067,102,1,5502,1008213,1005220012,West Village
1962,HELEN KELLER INTERNATIONAL,,,,,,,,,,,,,,,,
1972,HARLEM MOTHERS STOP ANOTHER VIOLENT END INC,,,,,,,,,,,,,,,,
1981,"THE CENTRAL FAMILY LIFE CENTER, INC",59 WRIGHT STREET,,Staten Island,Staten Island,NY,10304,133626127,www.centralfamilylifecenter.org,40.627039,-74.078084,501,49,21,5013676,5005210053,Stapleton-Rosebank
1982,LITTLE PEOPLE DAYCARE OF NY INC,,,,,,,,,,,,,,,,
1984,PITKIN AVENUE DISTRICT MANAGEMENT ASSOCIATION,,,,,,,,,,,,,,,,
1989,STREET CORNER RESOURCES INC,,,,,,,,,,,,,,,,
1993,CHABAD OF NORTHEASTERN QUEENS INC,,,,,,,,,,,,,,,,
1994,GANGSTAS MAKING ASTRONOMICAL COMMUNITY CHANGES INC,,,,,,,,,,,,,,,,
2000,LIFE CAMP INC,,,,,,,,,,,,,,,,
2041,OIKOS COMMUNITY CORPORATION,,,,,,,,,,,,,,,,
2049,A CHILD'S PLACE TOO INC,,,,,,,,,,,,,,,,
2064,FUND FOR THE CITY OF NEW YORK,,,,,,,,,,,,,,,,
2095,A TO Z CENTER TOO INC,,,,,,,,,,,,,,,,
2118,"PHYL'S DAY CARE CENTER, INC.",,,,,,,,,,,,,,,,
2136,ISLAMIC CIRCLE OF NORTH AMERICA INC,,,,,,,,,,,,,,,,
2193,LERCO ELECTRIC LLC,,,,,,,,,,,,,,,,
2194,BAY IMPROVEMENT GROUP INC,,,,,,,,,,,,,,,,
2195,CONGREGATION YETEV LEV DSATMAR,,,,,,,,,,,,,,,,
2196,FRIENDS OF FIREFIGHTERS INC,,,,,,,,,,,,,,,,
2197,CONCRETE TEMPLE THEATRE,,,,,,,,,,,,,,,,
2198,EMMANUEL BAPTIST CHURCH IN BROOKLYN,,,,,,,,,,,,,,,,
2199,CARE FOR THE HOMELESS,,,,,,,,,,,,,,,,
2200,BOYS & GIRLS CLUB OF HARLEM INC,,,,,,,,,,,,,,,,
2201,BROOKLYN BRIDGE PARK CONSERVANCY INC,,,,,,,,,,,,,,,,
2202,HIP-HOP SUMMIT YOUTH COUNCIL INC,,,,,,,,,,,,,,,,
2203,J OUVERT CITY INTERNATIONAL INC,,,,,,,,,,,,,,,,
2206,HUDSON YARDS HELL'S KITCHEN BUS IMPROVE DISTRICT,,,,,,,,,,,,,,,,
2208,THOMAS MOTT OSBORNE MEMORIAL FUND INC,,,,,,,,,,,,,,,,
2209,HOMELESS SERVICES UNITED INC,,,,,,,,,,,,,,,,
2210,BRONX PARENT HOUSING NETWORK INC,488 East 164th Street,,Bronx,Bronx,NY,10456,134100758,www.bphn.org,40.82572,-73.909531,203,17,185,2114611,2023687501,Morrisania-Melrose
2211,GIRL SCOUT COUNCIL OF GREATER NEW YORK INC,,,,,,,,,,,,,,,,
2212,BLACK VETERANS FOR SOCIAL JUSTICE INC,,,,,,,,,,,,,,,,
2213,HELP BRONX,,,,,,,,,,,,,,,,
2214,2136 CROTONA PARKWAY HDFC,,,,,,,,,,,,,,,,
2215,"HOME/LIFE SERVICES, INC",,,,,,,,,,,,,,,,
2216,GRAND CENTRAL NEIGHBORHOOD SOCIAL SERVICES CORPORATION,,,,,,,,,,,,,,,,
2217,FAMILY SUPPORT SYSTEMS UNLIMITED HOUSING DEV FUND CO,,,,,,,,,,,,,,,,
2218,TAC COM LLC,,,,,,,,,,,,,,,,
2219,836 Faile Realty LLC,,,,,,,,,,,,,,,,
2220,Childrens Community Services Inc,,,,,,,,,,,,,,,,
2221,BOYNTON FAMILY LLC,,,,,,,,,,,,,,,,
2222,CRF-CLUSTER MODEL PROGRAM LLC,,,,,,,,,,,,,,,,
2223,SHI INTERNATIONAL CORP,,,,,,,,,,,,,,,,
2224,CREATE INC,,,,,,,,,,,,,,,,
2225,GEORGE DALY HOUSING DEVELOPMENT FUND COMPANY INC,,,,,,,,,,,,,,,,
2226,AGUILA INC,,,,,,,,,,,,,,,,
2227,CROWN HEIGHTS RESIDENCE FOR ADULTS INC,,,,,,,,,,,,,,,,
2228,CHILDREN'S RESCUE FUND - ICAHN HOUSE,,,,,,,,,,,,,,,,
2229,IMMACULTA HALL HOUSING DEVELOP MENT FUND CORPORATION,,,,,,,,,,,,,,,,
2230,"NUMBER ONE SINGLE ROOM OCCUPANCY, HDFC",,,,,,,,,,,,,,,,
2231,TURNING POINT HOUSING DEVELOPMENT FUND CORPORATION,,,,,,,,,,,,,,,,
2232,"EAST NEW YORK URBAN YOUTH CORPS HDFC, INC.",,,,,,,,,,,,,,,,
2234,"ST. JOHN'S PLACE FAMILY CENTER HOUSING DEV., INC.",,,,,,,,,,,,,,,,
2235,PROGRESS OF PEOPLES MANAGEMENT CORP,,,,,,,,,,,,,,,,
2236,HERITAGE HEALTH AND HOUSING,,,,,,,,,,,,,,,,
2237,"COMMUNITY ACTION FOR HUMAN SERVICES, INC",,,,,,,,,,,,,,,,
2238,KENMORE HDFC,,,,,,,,,,,,,,,,
2239,"CRF-HOUSE EAST, LLC",,,,,,,,,,,,,,,,
2240,MSGR. ROBERT FOX MEMORIAL FOX HOUSE,,,,,,,,,,,,,,,,
2241,BUSHWICK ECONOMIC DEVELOPMENT CORP,,,,,,,,,,,,,,,,
2242,414-418 EAST 119TH STREET GREENHOPE HOUSING DEVELOPMENT FOUN,,,,,,,,,,,,,,,,
2243,"COMMON GROUND COMMUNITY III, HDFC",,,,,,,,,,,,,,,,
2244,ODYSSEY HDFC,,,,,,,,,,,,,,,,
2245,TURNING POINT RED HOOK HOUSING DEVELOPMENT FUND CORPORATION,,,,,,,,,,,,,,,,
2246,HOUSING AND SERVICES INC,,,,,,,,,,,,,,,,
2247,334-336 BERGEN STREET HOUSING DEV FUND CORP,,,,,,,,,,,,,,,,
2248,GEEL EAST 162ND STREET HDFC,,,,,,,,,,,,,,,,
2249,CRESTON TENANT LLC,,,,,,,,,,,,,,,,
2250,PROJECT HOSPITALITY 385 HDFC,,,,,,,,,,,,,,,,
2251,JEROME AVENUE SUSAN'S PLACE,,,,,,,,,,,,,,,,
2252,DOE FUND INC.,,,,,,,,,,,,,,,,
2256,APICHA COMMUNITY HEALTH CENTER,,,,,,,,,,,,,,,,
2260,YEMENI AMERICAN MERCHANT ASSOCIATION INC,,,,,,,,,,,,,,,,
2261,MORRIS PARK DISTRICT MANAGEMENT,,,,,,,,,,,,,,,,
2263,CHANGE FOR KIDS INC,,,,,,,,,,,,,,,,
2265,THE SHOWING HEARTS FOUNDATION INC,,,,,,,,,,,,,,,,
2266,ACKERMAN INSTITUTE FOR THE FAMILY,,,,,,,,,,,,,,,,
2269,MARY MITCHELL FAMILY AND YOUTH CENTER INC,,,,,,,,,,,,,,,,
2270,BROOKLYN PERINATAL NETWORK INC,,,,,,,,,,,,,,,,
2272,SALVATORE LA RUSSA DANCE CO. INC.,,,,,,,,,,,,,,,,
2273,TAIWAN CENTER INC,,,,,,,,,,,,,,,,
2274,ALLIANCE FOR CONEY ISLAND INC,,,,,,,,,,,,,,,,
2275,INSPIRING MINDS,837 Woodland St. NE,,Not in NYC,Warren,OH,44483,261429323,,,,,,,,,
2279,Mencius Society for the Arts,,,,,,,,,,,,,,,,
2280,UNITED STATES WALLBALL ASSOCIATION INC,,,,,,,,,,,,,,,,
2283,"SETTLEMENT HOUSING FUND, INC,",,,,,,,,,,,,,,,,
2284,FRIENDS OF THE UPPER EAST SIDE HISTORIC DISTRICTS,,,,,,,,,,,,,,,,
2285,MIXTECA ORGANIZATION INC,,,,,,,,,,,,,,,,
2286,"COMMUNITY HEALTH PROJECT, INC CALLEN-LORDE COMNTY.HEALTH CTR",,,,,,,,,,,,,,,,
2287,NEW PARTNERS INC,,,,,,,,,,,,,,,,
2291,ALLIANCE FOR DOWNTOWN NEW YORK INC,,,,,,,,,,,,,,,,
2299,AMBASSADOR FOOD SERVICES CORP,,,,,,,,,,,,,,,,
2300,DOMINICAN SUNDAY INC,,,,,,,,,,,,,,,,
2301,165TH STREET MALL,,,,,,,,,,,,,,,,
2302,The Broadway League Inc.,,,,,,,,,,,,,,,,
2303,POPPA INC,,,,,,,,,,,,,,,,
2307,FORDHAM ROAD DMA INC FORD HAM ROAD BUSINESS IMPROVEMENT DIST,,,,,,,,,,,,,,,,
2309,CAREGIVERS OUTREACH MINISTRY EMPOWERMENT INC,,,,,,,,,,,,,,,,
2311,QUEENSBORO COUNCIL FOR SOCIAL WELFARE INC,,,,,,,,,,,,,,,,
2319,THE CORBIN HILL FOOD PROJECT INC,,,,,,,,,,,,,,,,
2323,WATERFRONT ALLIANCE INC,,,,,,,,,,,,,,,,
2329,STATEN ISLAND CENTER FOR INDEPENDENT LIVING INC,,,,,,,,,,,,,,,,
2330,"BROOKLYN ALLIANCE, INC.",,,,,,,,,,,,,,,,
2331,BLAU-WEISS GOTTSCHEE INC,,,,,,,,,,,,,,,,
2332,GINA GIBNEY DANCE INC,,,,,,,,,,,,,,,,
2333,The Working World Inc,,,,,,,,,,,,,,,,
2334,SOCIETY OF THE THIRD STREET MUSIC SCHOOL SETTLEMENT INC,,,,,,,,,,,,,,,,
2335,STREET SOCCER USA INC,,,,,,,,,,,,,,,,
2341,GLEN OAKS LITTLE LEAGUE INC,,,,,,,,,,,,,,,,
2342,MOSHOLU-JEROME EAST GUN HILL ROAD DISTRICT MANAGEMENT ASSOCI,,,,,,,,,,,,,,,,
2346,YOUTH ACTION PROGRAMS AND HOMES INC,206 E 118TH STREET,,Manhattan,New York,NY,10035,,,40.799066,-73.938624,111,8,188,1079303,1016670043,East Harlem North
2352,"THE BROOKLYN STEPPERS, INC.",,,,,,,,,,,,,,,,
2355,BARD COLLEGE,,,,,,,,,,,,,,,,
2356,UPTOWN GRAND CENTRAL CORP,,,,,,,,,,,,,,,,
