contract_id,contract_number,start_date,end_date,amount,fiscal_year,purpose,program_id,provider_id,agency_name
7142,CT126020201421691,07/01/2019,06/30/2020,25000,FY2020,Funds to support NYC Clean up programs,264,2471,DYCD
7150,CT106920201423491,04/01/2020,03/31/2023,6982729.44,FY2020,"CareerCompass Program to Service Area III, Manhattan",118,771,DSS
7153,CT126020201422846,07/01/2019,06/30/2020,75000,FY2020,To support community progming in smaller neighborhood parks,264,155,DYCD
7158,CT106920201423626,04/01/2020,03/31/2023,2260769.16,FY2020,Provision of CareerAdvance Program to Service Area IV,117,885,DSS
7161,CT106920201423716,04/01/2020,03/31/2023,5362655,FY2020,"CareerCompass Program to Service Area IV, Queens1",118,947,DSS
7162,CT178120201414493,01/01/2020,06/30/2022,1294000,FY2020,Work Plus Program,140,152,DOP
7163,CT178120201418188,10/01/2019,12/31/2020,132601.25,FY2021,STSJP Parent Support Program,145,152,DOP
7164,CT106920201422326,04/15/2020,06/30/2020,221499.18,FY2020,Jobs Plus 3 month extension,121,683,DSS
7166,CT126020201419595,07/01/2019,06/30/2020,30000,FY2020,To support youth football programming.,264,2476,DYCD
7168,CT126020201423297,07/01/2019,06/30/2020,63000,FY2020,FUND A GREENER NYC INITIAVE FOR IMPROVING NYC ECO RESOURCES,264,318,DYCD
7169,CT126020201421376,07/01/2019,06/30/2020,63500,FY2020,Funds to use for support of afterschool & food pantry progra,264,2477,DYCD
7172,CT126020201421257,07/01/2019,06/30/2020,5000,FY2020,Funds to support Japanese Family Society Annual Festivity,264,2479,DYCD
7174,CT126020201422831,07/01/2019,06/30/2020,61000,FY2020,Provides food to over 275 pantries and soup kitchen,264,222,DYCD
7175,CT126020201423882,07/01/2019,06/30/2020,19000,FY2020,"To serve youth leadership initiatives, and community engage",264,739,DYCD
7177,CT106920201424113,07/01/2019,06/30/2020,2500,FY2020,To support social services to the community.,133,94,DSS
7180,CT106920201423208,04/01/2020,03/31/2023,11869568.76,FY2020,Provision of CareerCompass Program to Service Area II,118,656,DSS
7182,CT106920201423627,11/01/2019,10/31/2020,625000,FY2020,Rapid Rehousing services to house city shelter residents,125,40,DSS
7183,CT126020201419249,07/01/2019,06/30/2020,10000,FY2020,Funding will support Youth Ed. Empowerment program.,264,2481,DYCD
7189,CT126020201422759,07/01/2019,06/30/2020,10000,FY2020,To support the Center of Artistic Refinement programming.,264,867,DYCD
7192,CT126020201423268,07/01/2019,06/30/2020,75000,FY2020,The costs associated with the after-school music programs.,264,729,DYCD
7194,CT106920201422651,11/01/2019,10/31/2020,625000,FY2020,Rapid Rehousing services to house city shelter residents,125,40,DSS
7196,CT126020201423282,07/01/2019,06/30/2020,34000,FY2020,"To support food pantry, benefits access and social services.",264,83,DYCD
7197,CT181620201424272,07/01/2019,06/30/2020,309000,FY2020,Court-involved Youth Mental Health Initiative and services,300,152,DOHMH
7198,CT126020201421723,07/01/2019,06/30/2020,100000,FY2020,To support After-School physical activity for young girls.,264,1154,DYCD
7203,CT126020201423883,07/01/2019,06/30/2020,125000,FY2020,To fund NYC Cleanup & college and career prep programming,264,1091,DYCD
7215,CT126020201415037,07/01/2019,06/30/2020,63500,FY2020,Funding to support general operating expenses.,264,2493,DYCD
7230,CT126020201423236,07/01/2019,06/30/2020,295000,FY2020,To fund NYC Census strategies & training on outreach support,264,349,DYCD
7232,CT126020200000996,09/01/2019,08/31/2020,466916,FY2020,COMPASS Elementary School Program at PS/MS 200 Magnet School,271,37,DYCD
7240,CT126020201421730,07/01/2019,06/30/2020,10000,FY2020,"Funds to support programs, lectures, tours & historical docs",264,2506,DYCD
7241,CT126020201424151,07/01/2019,06/30/2020,5000,FY2020,"To support summer music program, pedals, pipes, peals.",264,2507,DYCD
7242,CT126020201424346,07/01/2019,06/30/2020,5000,FY2020,"To support rink maintenance , supplies & jerseys",264,2508,DYCD
7247,CT100220181422606,01/01/2018,06/30/2020,2664219,FY2020,to provide reentry services,230,510,MOCJ
7248,CT100220181421737,01/01/2018,12/31/2020,6481480.39,FY2020,to provide reentry services,230,920,MOCJ
7249,CT100220181420192,01/01/2018,12/31/2020,6161647,FY2020,to provide reentry services,230,107,MOCJ
7250,CT100220181419639,01/01/2018,12/31/2020,3305974.6,FY2020,to provide reentry services,230,970,MOCJ
7252,CT126020201409952,07/01/2019,06/30/2020,114375,FY2020,To support leadership development in young women and girls,264,2510,DYCD
7254,CT106920201424468,07/01/2019,06/30/2020,11000,FY2020,Support legal advice and svcs for low income tenants,120,2432,DSS
7256,CT126020201422626,07/01/2019,06/30/2020,100000,FY2020,"Support  literacy, English for speakers of other languages",272,2512,DYCD
7258,CT126020201412901,11/01/2019,04/30/2023,4533750,FY2020,To support Advance & Earn programming citywide,294,587,DYCD
7259,CT112520201422758,05/01/2020,06/30/2021,734996,FY2020,PROVIDE SENIOR CENTER SERVICES TO OLDER ADULTS,464,965,DFTA
7260,CT181620201420072,05/01/2020,04/30/2035,22907985,FY2020,CONGREGATE SUPPORTIVE HOUSING,311,911,DOHMH
7261,CT181620201423374,03/01/2020,02/28/2025,6071715,FY2020,Scattered-Site Supportive Housing Services for single adults,308,705,DOHMH
7265,CT126020201424032,07/01/2019,06/30/2020,8500,FY2020,To support music technology and digital music stations,264,2514,DYCD
7268,CT126020201424196,07/01/2019,06/30/2020,10000,FY2020,To support operating expenses associated Fulton Art fair..,264,2517,DYCD
7272,CT100220181421336,01/01/2018,12/31/2020,6397952,FY2020,to provide reentry services,230,76,MOCJ
7273,CT100220181420117,01/01/2018,12/31/2020,2437944,FY2020,to provide reentry services,230,938,MOCJ
7274,CT100220181418782,01/01/2018,12/31/2020,2936317,FY2020,to provide reentry services,230,885,MOCJ
7278,CT126020201420251,07/01/2019,06/30/2020,192500,FY2020,To support YouthBuild Project Initiative educational srvcs.,264,14,DYCD
7279,CT106920201424319,07/01/2019,06/30/2020,1021800,FY2020,Legal Services to Unaccompanied Minors and Families,120,2521,DSS
7282,CT106920201424312,07/01/2019,06/30/2020,510000,FY2020,Legal Services to Unaccompanied Minors and Families.,120,448,DSS
7287,CT126020201424399,07/01/2019,06/30/2020,200000,FY2020,To fund cultural organizations to support immigrant programm,264,349,DYCD
7288,CT126020201423387,07/01/2019,06/30/2020,65000,FY2020,Support leadership development training programs for young,264,777,DYCD
7289,CT126020201423986,07/01/2019,06/30/2020,6000,FY2020,Funds for neighborhood beautification expenses.,264,2527,DYCD
7293,CT178120201424483,10/01/2019,12/31/2020,157500,FY2021,Drop-in centers for juvenile probation clients,146,2529,DOP
7294,CT126020201424349,07/01/2019,06/30/2020,55000,FY2020,To support educational and historical programs,264,2530,DYCD
7298,CT126020201416066,07/01/2019,06/30/2020,200997,FY2020,FUND FOOD PROVISION PROGRAMS.,264,2532,DYCD
7303,CT126020201424348,07/01/2019,06/30/2020,190000,FY2020,To support Census workshops for community memebers,264,465,DYCD
7304,CT126020201420236,07/01/2019,06/30/2020,5000,FY2020,Operating expenses & purchase musical instruments,264,2352,DYCD
7307,CT178120201424481,10/01/2019,09/30/2020,343574.14,FY2020,STSJP Parent Support Progarm,145,2533,DOP
7312,CT126020201409797,07/01/2019,06/30/2020,295000,FY2020,To support NYC Census 2020.,264,1,DYCD
7315,CT126020201424635,07/01/2019,06/30/2020,17166,FY2020,"To support operations and food pantries, soup kitchens",264,2535,DYCD
7318,CT126020201409167,07/01/2019,06/30/2020,209500,FY2020,To support Deportation Defense Project.,264,1,DYCD
7324,CT106920201425186,11/01/2019,10/31/2020,625000,FY2020,Rapid Rehousing services to house city shelter residents,125,510,DSS
7327,CT126020201424363,07/01/2019,06/30/2020,81000,FY2020,Funds to support emergency food programming.,264,2537,DYCD
7330,CT126020201423717,07/01/2019,06/30/2020,45500,FY2020,To fund environmentally friendly program and other services.,264,2540,DYCD
7331,CT126020201417462,07/01/2019,06/30/2020,18000,FY2020,"To support operational costs, rent, sports & museum programs",264,2541,DYCD
7333,CT126020201423956,07/01/2019,06/30/2020,16750,FY2020,Support public assistance and help low-income families.,264,480,DYCD
7337,CT181620201422923,07/01/2019,06/30/2020,114916,FY2020,To support parent/educator training for caregivers,297,2543,DOHMH
7338,CT126020201424243,07/01/2019,06/30/2020,17000,FY2020,"To provide tutorial services, arts education for youth",264,2544,DYCD
7341,CT126020201415841,07/01/2019,06/30/2020,40000,FY2020,"To fund mental health ""Peer Specialist Internship Program.",264,305,DYCD
7342,CT181620201425487,07/01/2019,06/30/2020,83000,FY2020,Geriatric Mental Health,300,2545,DOHMH
7344,CT126020201424977,07/01/2019,06/30/2020,5000,FY2020,To support events and programs and to purchase materials,264,2546,DYCD
7347,CT126020201409953,07/01/2019,06/30/2020,81500,FY2020,To support afterschool programs that promotes youth wellness,264,2510,DYCD
7351,CT126020201413896,07/01/2019,06/30/2020,1282000,FY2020,To support foster literacy development,264,1180,DYCD
7352,CT126020201419683,07/01/2019,06/30/2020,190000,FY2020,To develop strategies in conjunction with NYC Census 2020,264,744,DYCD
7353,CT126020201423645,07/01/2019,06/30/2021,419575,FY2020,COMPASS middle school services at KIPP Infinity Charter Scho,279,2547,DYCD
7355,CT126020201423807,07/01/2019,06/30/2021,899636,FY2021,COMPASS middle school services at KIPP NYC Charter Schools,279,2547,DYCD
7356,CT126020201425486,07/01/2019,06/30/2020,58000,FY2020,To provide legal assistance and other help for street vendor,264,207,DYCD
7357,CT126020201423806,07/01/2019,06/30/2021,307290,FY2020,COMPASS middle school services at KIPP Washington Heights Ac,279,2547,DYCD
7359,CT126020201424050,07/01/2019,06/30/2020,22000,FY2020,Funds for Anti-Bullying and Anti- Violence programming.,264,2549,DYCD
7361,CT181620201421363,05/01/2020,04/30/2035,2586420,FY2020,NY 15/15 Congregate Supportive Housing,311,911,DOHMH
7367,CT126020201425607,07/01/2019,06/30/2020,5000,FY2020,To support the NY county courts public access library cost,264,2551,DYCD
7368,CT126020201425051,07/01/2019,06/30/2021,306621,FY2020,COMPASS middle school services at KIPP AMP Charter School,279,2547,DYCD
7371,CT126020201420732,07/01/2019,06/30/2020,300000,FY2020,support public assistance and help low-income families.,264,2553,DYCD
7372,CT106920201424081,03/01/2020,02/28/2021,3038552,FY2020,Operation of Emergency Shelters for Survivors of DV/New Hope,202,395,DSS
7374,CT126020201423478,07/01/2019,06/30/2020,35000,FY2020,This program providing services to the immigrant resisents,264,2554,DYCD
7379,CT126020201424872,07/01/2019,06/30/2020,77000,FY2020,To support funding for Transitional Housing & Drop-In Center,264,776,DYCD
7380,CT126020201422998,07/01/2019,06/30/2020,4000000,FY2020,To Provide afterschool program providers,264,723,DYCD
7381,CT126020201425981,07/01/2019,06/30/2020,5000,FY2020,This program support the  outreach and education,264,2557,DYCD
7383,CT126020201425831,07/01/2019,06/30/2020,5000,FY2020,To support the Flatbush Youth Association's summer camp,264,2558,DYCD
7384,CT126020201425036,07/01/2019,06/30/2020,80000,FY2020,Funds for basic Literacy for Speakers of other languages,264,406,DYCD
7388,CT106920201424633,07/01/2019,06/30/2020,17500,FY2020,Provision to support in-district workshops and legal clinics,120,672,DSS
7389,CT126020201424004,07/01/2019,06/30/2020,80500,FY2020,Support youth NYPD Engage-ment activities at Webster PAL,264,607,DYCD
7392,CT126020201423957,07/01/2019,06/30/2020,178000,FY2020,To fund hosting the Brooklyn Bridge Design Challenge.,264,2561,DYCD
7393,CT100220201425412,07/01/2018,06/30/2020,960553,FY2020,For immigration legal services at the Family Justice Centers,111,21,MOCJ
7395,CT126020201426058,07/01/2019,06/30/2020,10000,FY2020,This program support green job training evironment,264,603,DYCD
7400,CT126020201425248,07/01/2019,06/30/2020,70000,FY2020,To provide funding for urban planning research and education,264,1083,DYCD
7401,CT126020201424751,07/01/2019,06/30/2020,88000,FY2020,For cleaning & maintenance services in Council District 16,264,2564,DYCD
7404,CT107120201426121,04/15/2020,06/30/2021,5708665,FY2021,"Additional Drop-in Center During COVID 19 Westhab, Inc.",235,639,DSS
7405,CT126020201404462,07/01/2019,06/30/2020,295000,FY2020,to support services for youth in the Bronx.,264,556,DYCD
7411,CT126020201425816,07/01/2019,06/30/2020,5000,FY2020,Funding to support various local sports programs.,264,2565,DYCD
7413,CT126020201426193,07/01/2019,06/30/2020,5000,FY2020,"To support afterschool tutoring, homework help to children",264,2567,DYCD
7415,CT126020201425996,07/01/2019,06/30/2020,10000,FY2020,To fund sport programs for youth.,264,2568,DYCD
7418,CT106920201422201,07/01/2019,06/30/2020,125000,FY2020,Prov of funding to prevent hate violence & to support victim,135,64,DSS
7419,CT178120201425727,01/01/2020,12/31/2020,396360,FY2020,NYS DCJS Grant/Employment Focused Services,142,783,DOP
7421,CT126020201424002,07/01/2019,06/30/2020,110000,FY2020,To fund  BSRC's comm. programs in underserved neighborhoods.,264,645,DYCD
7423,CT106920201424318,07/01/2019,06/30/2020,260000,FY2020,Provision of Legal Services for the Working Poor,120,235,DSS
7429,CT126020201425396,07/01/2019,06/30/2020,123500,FY2020,To support the Social Service Center and Food Pantry,264,860,DYCD
7432,CT106920201426657,07/01/2019,06/30/2020,5000,FY2020,"To provide free immigration representation for youth, adults",120,2574,DSS
7433,CT126020201425698,07/01/2019,06/30/2020,120000,FY2020,To provide a Greener program that improves the environment,264,58,DYCD
7434,CT126020201425756,07/01/2019,06/30/2020,27000,FY2020,To support cultural organizations to provide programming.,264,2472,DYCD
7436,CT126020201425266,07/01/2019,06/30/2020,40000,FY2020,Provides food to over 275 pantries & soup kitchens citywide,264,2575,DYCD
7438,CT106920201426401,04/01/2020,03/31/2023,1,FY2020,Provision of Home Care Services for HCSP Clients,132,148,DSS
7441,CT126020201425471,07/01/2019,06/30/2020,5000,FY2020,"To support staff training, insurance, and purchase uniforms",264,2576,DYCD
7442,CT126020201425711,07/01/2019,06/30/2020,25000,FY2020,"Funding will support community organizing, the trainings",264,2453,DYCD
7443,CT126020201423166,07/01/2019,06/30/2020,420000,FY2020,Empower the transgender and gender non-conforming (TGNC),264,2577,DYCD
7445,CT126020201423164,07/01/2019,06/30/2020,80000,FY2020,To fund bystander intervention OST programs.,264,864,DYCD
7448,CT106920201425354,07/01/2019,06/30/2020,455000,FY2020,Provision of Legal Services for the Working Poor FY20 07048,120,2579,DSS
7461,CT126020201426239,07/01/2019,06/30/2020,97500,FY2020,To support Garden and parks Stewardship at community garden,264,459,DYCD
7464,CT126020201426511,07/01/2019,06/30/2020,10000,FY2020,To fund youth sport programs.,264,2585,DYCD
7466,CT126020201426330,07/01/2019,06/30/2020,15000,FY2020,To fund environmentally friendly programs.,264,2587,DYCD
7467,CT126020201424708,07/01/2019,07/01/2020,158928,FY2020,To support programming for children in grades K-5.,271,2588,DYCD
7468,CT126020201405585,07/01/2019,06/30/2020,10000,FY2020,To support D.R.U.G.s programming.,264,2589,DYCD
7474,CT100220201426350,07/01/2019,06/30/2021,351816,FY2020,Family Assistance Program FY 20 and 21 renewal,110,157,MOCJ
7477,CT181620201426056,04/01/2020,03/31/2035,13650000,FY2020,NY 15/15 Congregate Supportive Housing 816-2035-8067.A01,311,266,DOHMH
7479,CT126020201426345,07/01/2019,06/30/2020,65000,FY2020,To Support Local Community Gardens in Brooklyn,264,405,DYCD
7480,CT181620201426673,03/01/2020,06/30/2022,352474,FY2020,Non-Medicaid Care Coordination/ Home Health Care Coordinatio,310,2592,DOHMH
7483,CT126020201420856,07/01/2019,06/30/2020,71111,FY2020,To support instruction and programming for k-12 grade,264,2593,DYCD
7486,CT126020201426464,07/01/2019,06/30/2020,8000,FY2020,"Funds for afterschool program, decorations,costumes and rent",264,2595,DYCD
7487,CT100220201422760,07/01/2018,06/30/2020,4023297.08,FY2020,Intake Assessment Case Management Services - Renewal 2,111,157,MOCJ
7488,CT126020201426375,07/01/2019,06/30/2020,100000,FY2020,Funds to support professional development of LGBTQ youth,264,354,DYCD
7489,CT126020201425576,07/01/2019,06/30/2020,99000,FY2020,"To support bystander intervention programs, mediation, peer",264,444,DYCD
7491,CT126020201426342,07/01/2019,06/30/2020,8000,FY2020,To provide services and programming for new immigrants.,264,33,DYCD
7493,CT100220201426371,07/01/2019,06/30/2020,77500,FY2020,Hate Crime Prevention,204,533,MOCJ
7495,CT126020201426333,07/01/2019,06/30/2020,5000,FY2020,To support street cleaning along 8th Avenue int,264,2596,DYCD
7497,CT126020201426418,07/01/2019,06/30/2020,100000,FY2020,To support leadership development training program to young,264,444,DYCD
7498,CT100220201424079,07/01/2019,06/30/2020,77500,FY2020,Hate Crimes Prevention,204,2598,MOCJ
7505,CT126020201409957,07/01/2019,06/30/2020,20000,FY2020,To support outreach events and operational expenses,264,2601,DYCD
7506,CT126020201418469,07/01/2019,06/30/2020,5000,FY2020,TO SUPPORT AFTER-SCHOOL & WEEKEND DRAMA CLASSES FOR CHILDREN,264,2602,DYCD
7511,CT100220201424078,07/01/2019,06/30/2020,77500,FY2020,Hate Crimes Prevention,204,64,MOCJ
7514,CT126020201425726,07/01/2019,06/30/2020,75000,FY2020,To fund the Gender Family Project.,264,2266,DYCD
7515,CT126020201425743,07/01/2019,06/30/2020,5000,FY2020,"Funds to support administrative, staffing & operational cost",264,1179,DYCD
7516,CT126020201420617,07/01/2019,06/30/2020,45000,FY2020,To support a Greener NYC -environmentally friendly program,264,2604,DYCD
7519,CT126020201425668,07/01/2019,06/30/2020,5000,FY2020,Funds to be used for programmatic support.,264,2606,DYCD
7520,CT126020201427046,07/01/2019,06/30/2020,10000,FY2020,Funds to support home work assistance and performing arts,264,2607,DYCD
7525,CT126020201425741,07/01/2019,06/30/2020,55000,FY2020,Funds will support the green jobs training program,264,784,DYCD
7531,CT126020201427109,07/01/2019,06/30/2020,109000,FY2020,To fund STEM Youth & summer programs,264,302,DYCD
7533,CT100220201426991,07/01/2018,06/30/2020,568226,FY2020,to provide family law legal services,111,157,MOCJ
7534,CT100220201425384,07/01/2019,06/30/2020,77500,FY2020,Hate Crime Prevention,204,2611,MOCJ
7538,CT126020201426207,07/01/2019,06/30/2020,190000,FY2020,To fund and support the NYC Census 2020 workshops,264,2612,DYCD
7541,CT126020201427151,07/01/2019,06/30/2020,5000,FY2020,To support operating expenses and programs.,264,2614,DYCD
7542,CT126020201427092,07/01/2019,06/30/2020,13000,FY2020,Support Youth Development Programming,264,2615,DYCD
7546,CT126020201426386,07/01/2019,06/30/2020,195000,FY2020,Funds support 5 CBOs with programs in healthier communities,264,2376,DYCD
7547,CT126020201426041,07/01/2019,06/30/2020,32000,FY2020,To support various youth programs,264,2617,DYCD
7549,CT126020201427061,07/01/2019,06/30/2020,50000,FY2020,Provide training on the use of CityAdmin and CityLand,264,2619,DYCD
7552,CT126020201423386,07/01/2019,06/30/2020,31000,FY2020,Union pre-apprenticeship workforce training for residents,264,2620,DYCD
7557,CT106920201427438,07/01/2019,06/30/2020,8000,FY2020,"to support advocacy, counseling clients on benefits & entitl",125,94,DSS
7559,CT181620201420927,07/01/2019,06/30/2020,85000,FY2020,Autism Awareness,297,687,DOHMH
7560,CT126020201424783,07/01/2019,06/30/2020,100000,FY2020,To fund Young Women's Leadership Development training prgrms,264,152,DYCD
7561,CT126020201427257,10/01/2019,06/30/2020,5000,FY2020,To support art program for the community,264,2622,DYCD
7572,CT126020201427481,07/01/2019,06/30/2020,5000,FY2020,To fund counseling and restoration practices.,264,854,DYCD
7574,CT100220201427183,07/01/2019,06/30/2022,7981440,FY2020,renewal agreement for the operation of the community courts,109,152,MOCJ
7575,CT126020201426915,07/01/2019,06/30/2020,73500,FY2020,This program support outreach NYCHA Housing  residents,264,2626,DYCD
7591,CT126020201424916,07/01/2019,06/30/2020,320000,FY2020,To fund Cultural programs to enrich students; after school.,264,361,DYCD
7604,CT126020201425745,07/01/2019,06/30/2020,5000,FY2020,Funding will be used to help support the two day event progs,264,2638,DYCD
7610,CT126020201427331,07/01/2019,06/30/2020,10000,FY2020,To fund programs focused on cultural history or traditions.,264,258,DYCD
7611,CT126020201427468,07/01/2019,06/30/2020,25000,FY2020,Support fund to a Greener NYC environmental friendly program,264,1022,DYCD
7617,CT126020201427167,07/01/2019,06/30/2020,48000,FY2020,Maintain the baseball field including  repair.,264,2644,DYCD
7621,CT126020201427451,07/01/2019,06/30/2020,10000,FY2020,"Funding to support maintenance, equipment and supplies.",264,2548,DYCD
7625,CT126020201425522,07/01/2019,06/30/2020,55000,FY2020,To fund the CREAR Futuros programs to strengthen Latino comm,264,349,DYCD
7631,CT126020201420537,07/01/2019,06/30/2020,5000,FY2020,Support out of school Steam programming for kids with autism,264,2651,DYCD
7632,CT126020201427873,07/01/2019,06/30/2020,8500,FY2020,To Support Youth Programs,264,841,DYCD
7633,CT126020201425594,07/01/2019,06/30/2020,539000,FY2020,To fund programs to address education & healthy communities,264,349,DYCD
7635,CT126020201422742,07/01/2019,06/30/2020,17400,FY2020,To fund health services and a food pantry initiative.,264,40,DYCD
7648,CT126020201427812,07/01/2019,06/30/2020,600000,FY2020,To fund educational initiatives for students.,264,2643,DYCD
7650,CT126020201426176,07/01/2019,06/30/2020,10000,FY2020,To fund operating costs for youth intern program.,264,2655,DYCD
7656,CT126020201427361,07/01/2019,06/30/2020,125000,FY2020,Funding is to support community outreach and census relate,264,18,DYCD
7659,CT126020201428203,07/01/2019,06/30/2020,15000,FY2020,To support Youth programs and community services,264,841,DYCD
7660,CT126020201428086,07/01/2019,06/30/2020,13000,FY2020,To fund food pantries and soup kitchens citywide.,264,2659,DYCD
7662,CT126020201426821,07/01/2019,06/30/2020,113500,FY2020,To fund after-school summer youth programming.,264,329,DYCD
7666,CT126020201426326,07/01/2019,06/30/2020,105000,FY2020,Maintenance and cleanup of 51 abandoned cemeteries in CD 51,264,2660,DYCD
7667,CT126020201426135,07/01/2019,06/30/2020,22500,FY2020,To support the local food pantries.,264,329,DYCD
7675,CT126020201428141,07/01/2019,06/30/2020,83000,FY2020,Funding to support the Career Exploration youth program,264,816,DYCD
7676,CT126020201418542,07/01/2019,06/30/2020,38437,FY2020,TO PROVIDE SUPPORT FOR OVER 275 FOOD PANTRIES & SOUP KITCHEN,264,2661,DYCD
7678,CT126020201427950,07/01/2019,06/30/2020,102719,FY2020,To provide food pantries program and soup kitchens Citywide.,264,2662,DYCD
7682,CT126020201418541,07/01/2019,06/30/2020,89469,FY2020,TO SUPPORT OVER 275 FOOD PANTRIES AND SOUP KITCHEN CITYWIDE,264,2664,DYCD
7692,CT100220181400076,07/01/2017,06/30/2020,4191810,FY2020,ATD/I services for Juvenile Offenders and youth ages 16-18,101,508,MOCJ
7695,CT126020201411462,07/01/2019,06/30/2020,446000,FY2020,To support literacy programming for children,264,796,DYCD
7700,CT126020201428652,07/01/2019,06/30/2020,10000,FY2020,Provide food pantries assistance to help low-income familie,264,2670,DYCD
7715,CT126020201410951,01/04/2019,10/31/2019,527628,FY2020,To support SYEP Ladders for Leaders programming,296,37,DYCD
7716,CT126020201402932,07/01/2018,08/31/2019,614442,FY2020,Reassignment of Central Queens YM & YWHA due to merger,271,37,DYCD
7717,CT126020201412047,07/01/2019,09/08/2019,5000,FY2020,"To support group classes in music, dance & theater for youth",264,677,DYCD
7718,CT100220201410628,07/01/2018,09/30/2019,1000000,FY2020,Crisis Management Systems,102,30,MOCJ
7720,CT178120201411615,11/12/2019,01/29/2020,5000,FY2020,NeON Sports,238,2674,DOP
7724,CT178120201408027,07/01/2019,12/31/2019,133654.89,FY2020,Young Adult Justice Program,234,107,DOP
7737,CT178120201407998,07/01/2019,12/31/2019,66936.67,FY2020,Young Adult Justice Program,234,152,DOP
7738,CT178120201405994,07/01/2019,12/31/2019,67199.1,FY2020,Young Adult Justice Program,234,9,DOP
7741,CT178120201406121,07/01/2019,12/31/2019,66602.38,FY2020,Young Adult Justice Program,234,76,DOP
7750,CT178120201404621,08/16/2019,09/14/2019,5000,FY2020,NeON Sports,238,2677,DOP
7757,CT178120191427467,03/01/2019,09/30/2019,73500,FY2020,Drop-in centers for juvenile probation clients,146,2529,DOP
7759,CT178120191426885,07/01/2018,12/31/2019,194101,FY2020,Justice Plus Program (23rd Precinct),234,93,DOP
7763,CT178120191426297,07/01/2018,12/31/2019,776401,FY2020,Justice Plus Program,234,152,DOP
7764,CT126020191424737,01/04/2019,10/31/2019,105164,FY2020,To support SYEP Ladders for Leaders programming,296,2678,DYCD
7767,CT126020191424331,01/04/2019,10/31/2019,588000,FY2020,To support SYEP Ladders for Leaders programming,296,436,DYCD
7768,CT178120191425943,10/01/2018,09/30/2019,317724.6,FY2020,Parent Support,145,2533,DOP
7769,CT178120191424859,10/01/2018,09/30/2019,750000,FY2020,Drop-in centers for juvenile probation clients,146,9,DOP
7771,CT178120191424782,07/01/2018,12/31/2019,388200,FY2020,Justice Plus Program (75th Precinct),234,1430,DOP
7772,CT178120191423510,07/01/2018,12/31/2019,194101,FY2020,Justice Plus Program (44th Precinct),234,1577,DOP
7777,CT178120191422921,10/01/2018,09/30/2019,200000,FY2020,Mobile Adolescent Therapy (MAT) Program,147,9,DOP
7781,CT178120191422279,10/01/2018,09/30/2019,104791.49,FY2020,STSJP Parent Support Program,145,152,DOP
7785,CT178120191421244,10/01/2018,09/30/2019,146641.38,FY2020,Parent Support Program,145,99,DOP
7786,CT178120191422277,07/01/2018,12/31/2019,194101,FY2020,Justice Plus Program (101 Precinct),234,717,DOP
7787,CT178120191422007,10/01/2018,09/30/2019,103456.89,FY2020,STSJP Parent Support Program,145,920,DOP
7790,CT178120191420842,10/01/2018,09/30/2019,105247.59,FY2020,STSJP Parent Support Program,145,588,DOP
7796,CT178120191420123,07/01/2018,12/31/2019,194101,FY2020,Justice Plus Program (46 Precinct),234,99,DOP
7797,CT178120191420118,07/01/2018,12/31/2019,194101,FY2020,Justice Plus Program (60th PCT),234,9,DOP
7799,CT126020191416927,07/01/2018,08/31/2019,773116,FY2020,OST ELEMENTARY SCHOOL TARGET ZIP: QUEENS,271,37,DYCD
7801,CT126020191419863,07/01/2018,08/31/2019,408227,FY2020,Elementary School,271,106,DYCD
7809,CT178120191416052,01/01/2019,12/31/2019,396360,FY2020,NYS DCJS Grant/Employment Focused Services,240,783,DOP
7836,CT106920181410201,11/01/2016,10/31/2019,3921899,FY2020,Relocation Svcs. for the Rapid Rehousing Program,125,510,DSS
7842,CT126020181402123,12/20/2016,08/31/2019,1133243,FY2020,Elementary Comprehensive After School Services,271,673,DYCD
7843,CT106920181400589,11/01/2016,10/31/2019,3864075,FY2020,Provision of Rapid Rehousing & the Special Exit and Preventi,125,40,DSS
7847,CT106920181400498,11/01/2016,10/31/2019,3932658,FY2020,Provision of Rapid Rehousing & the Special Exit,125,197,DSS
7849,CT126020180002764,01/01/2017,08/31/2019,1476523,FY2020,OST Elementary School Target Zip: BX,271,201,DYCD
7852,CT106920171424048,11/01/2016,10/31/2019,3868239,FY2020,PROVISION OF RAPID REHOUSING & THE SPECIAL EXIT AND,125,40,DSS
7882,CT126020171402781,09/01/2015,08/31/2019,864000,FY2020,Out of School Time Middle School Target Zip code Bronx,279,595,DYCD
8023,CT126020161422696,09/01/2015,08/31/2019,1769954,FY2020,Out of School Time Middle School Non-Target Zip Manhattan,279,611,DYCD
8028,CT126020161412571,09/01/2015,08/31/2019,1752353,FY2020,COMPASS Renewal FY 15 OST Prog for Midl Schl Yth,279,639,DYCD
8068,CT126020161425628,09/01/2015,08/31/2019,2165539,FY2020,Out of School Youth Renewal  Program for Elementary and,271,6,DYCD
8099,CT126020160001986,09/01/2015,08/31/2019,1916751,FY2020,COMPASS  Renewal of FY15  OST Program for Elem and MS Youth,279,2701,DYCD
8100,CT126020161411586,09/01/2015,08/31/2019,2187589,FY2020,To Provide COMPASS middle School services in Staten Island,279,503,DYCD
8102,CT126020161417031,09/01/2015,08/31/2019,2027591,FY2020,OST Program for Elementary and Middle School Youth,279,647,DYCD
