site_id,provider_id,program_id,contract_id,agency_name,bbl,bin,community_board,council_district,latitude,longitude,nta,census_tract,catchment_type,catchment_zone,catchment_intersection_1,catchment_intersection_2,fixed_address,address_1,address_2,borough,city,state,postcode,site_name,site_budget,notes,accepts_dropins,language_taxonomy,service_taxonomy,population_taxonomy,service_setting_taxonomy,bp_category,bp_population,capacity,capacity_units,serves_food,catchment_description,state_senate_district,state_assembly_district
4736,419,263,3035,DYCD,2040060003,2042451,206,15,40.841794,-73.875366,BX17,220,community district,"[""bx06""]",,,true,1122 East  180 Street,,bronx,bronx,NY,10460,Wings Academy (X684),,Wings Academy (X684),false,,,,,,,300,seats,false,Bronx CD 006,33,87
4737,1163,264,9008,DYCD,2040060003,2042451,206,15,40.841794,-73.875366,BX17,220,community district,"[""bx06""]",,,true,1122 East  180 Street,,bronx,bronx,NY,10460,Wings Academy (X684),,Wings Academy (X684),false,,,,,,,,seats,false,Bronx CD 006,33,87
4738,419,278,1940,DYCD,2040060003,2042451,206,15,40.841794,-73.875366,BX17,220,community district,"[""bx06""]",,,true,1122 East  180 Street,,bronx,bronx,NY,10460,Wings Academy High School,,Wings Academy High School,false,,,,,,,,seats,false,Bronx CD 006,33,87
4739,115,269,1289,DYCD,3046060025,3099733,317,41,40.658435,-73.928997,BK60,880,community district,"[""bk17""]",,,true,905 Winthrop Street,,brooklyn,brooklyn,NY,11203,Winthrop Beacon,,Winthrop Beacon,false,,,,,,,,seats,false,Brooklyn CD 017,20,58
4740,115,267,1558,DYCD,3046060025,3099733,317,41,40.658435,-73.928997,BK60,880,community district,"[""bk17""]",,,true,905 Winthrop Street,,brooklyn,brooklyn,NY,11203,Winthrop Campus,,Winthrop Campus,false,,,,,,,,seats,false,Brooklyn CD 017,20,58
4741,191,264,234,DYCD,1013300011,1038592,106,4,40.759276,-73.967286,MN19,108,community district,"[""mn06""]",,,true,227 EAST 56TH STREET,201,manhattan,new york,NY,10022,Wise Financial Literacy and Civics Program,,Wise Financial Literacy and Civics Program,false,,,,,,,,seats,false,Manhattan CD 006,28,73
4742,978,264,3745,DYCD,1010400029,1076203,104,3,40.762074,-73.986275,MN15,127,community district,"[""mn04""]",,,true,825 8 Avenue,,manhattan,new york,NY,10019,WNET,,WNET,false,,,,,,,,seats,false,Manhattan CD 004,27,75
4743,200,264,246,DYCD,4068220036,4147763,408,24,40.7272,-73.810544,QN37,1257,community district,"[""qn08""]",,,true,158-24 73 Avenue,,queens,fresh meadows,NY,11366,Women for Afghan Women,,Women for Afghan Women,false,,,,,,,,seats,false,Queens CD 008,14,27
4744,200,264,447,DYCD,4068220036,4147763,408,24,40.7272,-73.810544,QN37,1257,community district,"[""qn08""]",,,true,158-24 73 Avenue,,queens,fresh meadows,NY,11366,"Women for Afghan Women, Inc.",,"Women for Afghan Women, Inc.",false,,,,,,,,seats,false,Queens CD 008,14,27
4745,1147,264,7066,DYCD,4088680037,4182023,409,32,40.692753,-73.855404,QN53,14,community district,"[""qn09""]",,,true,89-07 Jamaica Avenue,,queens,woodhaven,NY,11421,"Woodhaven District Managment Association, Inc.",,"Woodhaven District Managment Association, Inc.",false,,,,,,,,seats,false,Queens CD 009,15,38
4746,145,281,1486,DYCD,4007380050,4431001,401,26,40.753919,-73.908333,QN70,163,community district,"[""qn01""]",,,true,50-19 Broadway,,queens,woodside,NY,11377,Woodside - Sunnyside,,Woodside - Sunnyside,false,"[""english"",""spanish""]","[""food services""]",,"[""community center""]",,,163,seats,false,Queens CD 001,13,30
4747,292,264,467,DYCD,4012290059,4000000,402,26,40.746253,-73.905113,QN63,259,community district,"[""qn02""]",,,true,39-42 59th Street,,queens,woodside,NY,11377,Woodside on the Move Inc.,,Woodside on the Move Inc.,false,,,,,,,,seats,false,Queens CD 002,12,30
4748,340,269,1308,DYCD,2025260034,2003478,204,8,40.834544,-73.928932,BX26,193,community district,"[""bx04""]",,,true,153 West 165 Street,,bronx,bronx,NY,10452,Woodycrest Center,,Woodycrest Center,false,,,,,,,,seats,false,Bronx CD 004,29,84
4749,2575,264,7436,DYCD,2026660066,2004797,201,17,40.820345,-73.902854,BX34,77,community district,"[""bx01""]",,,true,830 Union Avenue,,bronx,bronx,NY,10459,Word of Life International Inc,,Word of Life International Inc,false,,,,,,,,seats,false,Bronx CD 001,32,79
4750,2758,264,9040,DYCD,1009030047,1088660,106,2,40.738548,-73.982495,MN21,64,community district,"[""mn06""]",,,true,220 East 23rd Street,,manhattan,new york,NY,10010,WORKERS DEFENSE LEAGUE,,WORKERS DEFENSE LEAGUE,false,,,,,,,,seats,false,Manhattan CD 006,28,74
4751,358,266,1985,DYCD,3035090034,3080807,316,41,40.667255,-73.922373,BK81,900,community district,"[""bk16""]",,,true,1212 East New York Avenue,,brooklyn,brooklyn,NY,11212,workshop location,,workshop location,false,,,,,,,,seats,false,Brooklyn CD 016,20,55
4752,503,266,1457,DYCD,1016010018,1051435,110,9,40.802286,-73.946279,MN11,190,community district,"[""mn10""]",,,true,14 West  118 Street,,manhattan,new york,NY,10026,Worksite Location,,Worksite Location,false,,,,,,,,seats,false,Manhattan CD 010,30,70
4753,1154,264,7139,DYCD,4022090010,4541454,481,24,40.735905,-73.837965,QN99,38302,community district,"[""qn07""]",,,true,30 Meadow Lake Drive,,queens,flushing,NY,11367,World’s Fair Boathouse,,World’s Fair Boathouse,false,,,,,,,,seats,false,Queens CD 081,16,27
4754,1154,264,7198,DYCD,4022090010,4541454,481,24,40.735905,-73.837965,QN99,38302,community district,"[""qn07""]",,,true,30 Meadow Lake Drive,,queens,flushing,NY,11367,World’s Fair Boathouse,,World’s Fair Boathouse,false,,,,,,,,seats,false,Queens CD 081,16,27
4755,1154,264,7139,DYCD,4022090010,4541454,481,24,40.735905,-73.837965,QN99,38302,community district,"[""qn07""]",,,true,30 Meadow Lake Drive,,queens,flushing,NY,11367,World’s Fair Boathouse  Veterans,,World’s Fair Boathouse  Veterans,false,,,,,,,,seats,false,Queens CD 081,16,27
4756,110,281,135,DYCD,3003940001,3336056,306,33,40.683041,-73.983097,BK38,127,community district,"[""bk06""]",,,true,280 Wyckoff Street,,brooklyn,brooklyn,NY,11217,Wyckoff - Heartshare St. Vincent's,,Wyckoff - Heartshare St. Vincent's,false,"[""english"",""spanish""]",,,"[""community center""]",,,172,seats,false,Brooklyn CD 006,25,52
4757,607,271,2983,DYCD,3018090062,3050974,303,36,40.686702,-73.946408,BK75,265,community district,"[""bk03""]",,,true,495 Gates Avenue,,brooklyn,brooklyn,NY,11221,Wynn Center,,Wynn Center,false,,,,"[""community center""]",,,110,seats,false,Brooklyn CD 003,25,56
4758,607,264,7389,DYCD,1018160001,1084005,111,8,40.796668,-73.930966,MN34,192,community district,"[""mn11""]",,,true,535 East  119 Street,,manhattan,new york,NY,10035,Wynn Center,,Wynn Center,false,,,,,,,,seats,false,111,29,68
4759,16,271,9604,DYCD,3030800020,3071353,301,34,40.705984,-73.941289,BK78,493,community district,"[""bk01""]",,,true,125 Humboldt Street,,brooklyn,brooklyn,NY,11206,Y After School at Eastern District Center,,Y After School at Eastern District Center,false,,,,"[""community center""]",,,100,seats,false,Brooklyn CD 001,18,53
4760,16,271,9604,DYCD,3030800020,3071353,301,34,40.705984,-73.941289,BK78,493,community district,"[""bk01""]",,,true,125 Humboldt Street,,brooklyn,brooklyn,NY,11206,Y After School at Eastern District Center,,Y After School at Eastern District Center,false,"[""english"",""spanish""]",,,"[""community center""]",,,100,seats,false,Brooklyn CD 001,18,53
4761,174,289,3553,DYCD,4101010011,4215617,412,27,40.704025,-73.798437,QN61,44601,community district,"[""qn12""]",,,true,161-04 Jamaica Avenue,,queens,jamaica,NY,11432,Y Roads Center,,Y Roads Center,false,,,,,,,,seats,false,Queens CD 012,14,32
4762,273,264,1112,DYCD,3008390038,3015339,307,38,40.641658,-74.01392,BK32,74,community district,"[""bk07""]",,,true,5602 5th Avenue,2nd Floor,brooklyn,brooklyn,NY,11220,YDR's Center for Dance Studies,,YDR's Center for Dance Studies,false,,,,,,,,seats,false,Brooklyn CD 007,20,51
4763,2260,264,6442,DYCD,3058550045,3144723,310,43,40.634606,-74.020558,BK31,126,community district,"[""bk10""]",,,true,6740 5th Avenue,,brooklyn,brooklyn,NY,11220,"Yemeni American Merchants Association, Inc",,"Yemeni American Merchants Association, Inc",false,,,,,,,,seats,false,Brooklyn CD 010,23,51
4764,694,279,8196,DYCD,3053450006,3124884,312,39,40.63851,-73.984316,BK88,230,community district,"[""bk12""]",,,true,1402 40th Street,,brooklyn,brooklyn,NY,11218,Yeshiva Kehilath Yakov,,Yeshiva Kehilath Yakov,false,,,,,,,118,seats,false,Brooklyn CD 012,17,44
4765,694,279,2543,DYCD,3022270032,3061065,301,33,40.704784,-73.952326,BK72,529,community district,"[""bk01""]",,,true,68 Harrison Avenue,,brooklyn,brooklyn,NY,11211,Yeshiva Kehilath Yakov,,Yeshiva Kehilath Yakov,false,"[""english"",""yiddish""]","[""life skills""]",,"[""school""]",,,65,seats,false,Brooklyn CD 001,26,50
4766,694,279,2543,DYCD,3022270032,3061065,301,33,40.704784,-73.952326,BK72,529,community district,"[""bk01""]",,,true,68 Harrison Avenue,,brooklyn,brooklyn,NY,11211,Yeshiva Kehilath Yakov,,Yeshiva Kehilath Yakov,false,"[""english"",""yiddish""]","[""life skills""]",,"[""school""]",,,90,seats,false,Brooklyn CD 001,26,50
4767,694,271,2846,DYCD,3056250033,3137077,312,38,40.640034,-73.997676,BK88,114,community district,"[""bk12""]",,,true,4706 10 AVENUE,,brooklyn,brooklyn,NY,11219,Yeshiva Kehilath Yakov,,Yeshiva Kehilath Yakov,false,,,,"[""school""]",,,130,seats,false,Brooklyn CD 012,17,51
4768,694,271,2846,DYCD,3056250033,3137077,312,38,40.640034,-73.997676,BK88,114,community district,"[""bk12""]",,,true,4706 10 AVENUE,,brooklyn,brooklyn,NY,11219,Yeshiva Kehilath Yakov,,Yeshiva Kehilath Yakov,false,"[""yiddish""]",,,"[""school""]",,,130,seats,false,Brooklyn CD 012,17,51
4769,694,279,1554,DYCD,3053450006,3124884,312,39,40.63851,-73.984316,BK88,230,community district,"[""bk12""]",,,true,1402 40th Street,,brooklyn,brooklyn,NY,11218,Yeshiva Kehilath Yakov,,Yeshiva Kehilath Yakov,false,"[""english"",""yiddish""]",,,,,,118,seats,false,Brooklyn CD 012,17,44
4770,443,269,956,DYCD,1021720064,1064146,112,10,40.860505,-73.927747,MN35,285,community district,"[""mn12""]",,,true,54 Nagle Avenue,first  Floor,manhattan,new york,NY,10040,YM & YWHA of Washington Heights & Inwood,,YM & YWHA of Washington Heights & Inwood,false,,,,,,,,seats,false,Manhattan CD 012,31,72
4771,16,264,810,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4772,16,264,805,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4773,16,264,807,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4774,16,264,646,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4775,16,264,660,DYCD,1021160031,1089242,112,7,40.833695,-73.94209,MN36,241,community district,"[""mn12""]",,,true,504 West 158 Street,,manhattan,new york,NY,10032,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 012,31,71
4776,16,264,654,DYCD,1021160031,1089242,112,7,40.833695,-73.94209,MN36,241,community district,"[""mn12""]",,,true,504 West 158 Street,,manhattan,new york,NY,10032,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 012,31,71
4777,16,264,645,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4778,16,264,416,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4779,16,264,266,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4780,16,264,82,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4781,16,264,6058,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4782,16,264,180,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4783,16,264,91,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4784,16,264,16,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4785,16,264,6576,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4786,16,264,10286,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA Central Office,,YMCA Central Office,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4787,16,264,416,DYCD,4097580001,4208858,412,24,40.705471,-73.80147,QN61,44601,community district,"[""qn12""]",,,true,89-25 Parsons Boulevard,,queens,jamaica,NY,11432,YMCA Jamaica Branch,,YMCA Jamaica Branch,false,,,,,,,,seats,false,Queens CD 012,14,32
4788,16,264,10286,DYCD,3039120024,3086687,305,37,40.685115,-73.882715,BK83,117202,community district,"[""bk05""]",,,true,570 Jamaica Avenue,Ground Floor,brooklyn,brooklyn,NY,11208,YMCA N. Brooklyn,,YMCA N. Brooklyn,false,,,,,,,,seats,false,Brooklyn CD 005,18,54
4789,16,264,647,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA NY S.I Counseling Center,,YMCA NY S.I Counseling Center,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4790,16,264,912,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA of Greater New York,,YMCA of Greater New York,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4791,16,264,914,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA of Greater New York,,YMCA of Greater New York,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4792,16,264,103,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA of Greater New York,,YMCA of Greater New York,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4793,16,264,251,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA of Greater New York,,YMCA of Greater New York,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4794,16,264,645,DYCD,4077740165,4164350,411,23,40.736141,-73.753148,QN42,129104,community district,"[""qn11""]",,,true,218-12 HARTLAND AVENUE,,queens,oakland gardens,NY,11364,YMCA of Greater New York - Dodge,,YMCA of Greater New York - Dodge,false,,,,,,,,seats,false,Queens CD 011,11,24
4795,16,264,654,DYCD,3010057502,3022136,306,39,40.668425,-73.984745,BK37,137,community district,"[""bk06""]",,,true,357 9th Street,First Floor,brooklyn,brooklyn,NY,11215,YMCA of Greater New York/ Propect Park,,YMCA of Greater New York/ Propect Park,false,,,,,,,,seats,false,Brooklyn CD 006,21,52
4796,16,264,911,DYCD,4160880100,4594499,414,31,40.589445,-73.801062,QN12,94202,community district,"[""qn14""]",,,true,207 Beach 73rd Street,,queens,arverne,NY,11692,YMCA of Greater New York/ Rockaway,,YMCA of Greater New York/ Rockaway,false,,,,,,,,seats,false,Queens CD 014,15,31
4797,16,264,10286,DYCD,4160880100,4594499,414,31,40.589445,-73.801062,QN12,94202,community district,"[""qn14""]",,,true,207 Beach 73rd Street,,queens,arverne,NY,11692,YMCA of Greater New York/ Rockaway,,YMCA of Greater New York/ Rockaway,false,,,,,,,,seats,false,Queens CD 014,15,31
4798,16,264,660,DYCD,1016280060,1051816,111,8,40.789275,-73.949146,MN33,166,community district,"[""mn11""]",,,true,130 East 101st Street,,manhattan,new york,NY,10029,YMCA of Greater New York/Bronx,,YMCA of Greater New York/Bronx,false,,,,,,,,seats,false,Manhattan CD 011,30,68
4799,16,264,6058,DYCD,3070510133,3414027,313,47,40.57215,-73.994777,BK21,342,community district,"[""bk13""]",,,true,2980 West 29th Street,,brooklyn,brooklyn,NY,11224,YMCA of Greater New York/Coney Island,,YMCA of Greater New York/Coney Island,false,,,,,,,,seats,false,Brooklyn CD 013,23,46
4800,16,264,10286,DYCD,3070510133,3414027,313,47,40.57215,-73.994777,BK21,342,community district,"[""bk13""]",,,true,2980 West 29th Street,,brooklyn,brooklyn,NY,11224,YMCA of Greater New York/Coney Island,,YMCA of Greater New York/Coney Island,false,,,,,,,,seats,false,Brooklyn CD 013,23,46
4801,16,264,911,DYCD,1011160024,1027468,107,6,40.770697,-73.980486,MN14,149,community district,"[""mn07""]",,,true,5 West 63rd Street,,manhattan,new york,NY,10023,YMCA of Greater New York/Corporate,,YMCA of Greater New York/Corporate,false,,,,,,,,seats,false,Manhattan CD 007,27,75
4802,16,264,807,DYCD,4079550300,4438355,413,23,40.734355,-73.722091,QN43,1567,community district,"[""qn13""]",,,true,238-10 Hillside Avenue Bellerose,,queens,bellerose,NY,11426,YMCA of Greater New York/Cross Island,,YMCA of Greater New York/Cross Island,false,,,,,,,,seats,false,Queens CD 013,11,33
4803,16,264,82,DYCD,3052280008,3120877,314,45,40.63651,-73.951539,BK42,788,community district,"[""bk14""]",,,true,1401 Flatbush Avenue,,brooklyn,brooklyn,NY,11210,YMCA of Greater New York/Flatbush Branch,,YMCA of Greater New York/Flatbush Branch,false,,,,,,,,seats,false,Brooklyn CD 014,21,42
4804,16,264,912,DYCD,1019190053,1058250,110,9,40.815715,-73.944693,MN03,228,community district,"[""mn10""]",,,true,180 West 135th Street,,manhattan,new york,NY,10030,YMCA of Greater New York/Harlem Branch,,YMCA of Greater New York/Harlem Branch,false,,,,,,,,seats,false,Manhattan CD 010,30,70
4805,16,264,10286,DYCD,5052360031,5128445,503,51,40.542104,-74.163076,SI54,15601,community district,"[""si03""]",,,true,3939 Richmond Avenue,,staten is,staten island,NY,10312,YMCA of Greater New York/Staten Island South Shore,,YMCA of Greater New York/Staten Island South Shore,false,,,,,,,,seats,false,Richmond CD 003,24,62
4806,16,264,646,DYCD,1013200034,1037605,106,4,40.753634,-73.971418,MN19,90,community district,"[""mn06""]",,,true,224 East 47 Street,,manhattan,new york,NY,10017,YMCA of Greater New York-Vanderbilt,,YMCA of Greater New York-Vanderbilt,false,,,,,,,,seats,false,Manhattan CD 006,28,73
4807,16,264,10286,DYCD,5003030047,5008326,501,49,40.624903,-74.114228,SI35,121,community district,"[""si01""]",,,true,651 Broadway,,staten is,staten island,NY,10310,YMCA Staten Island Broadway Branch,,YMCA Staten Island Broadway Branch,false,,,,,,,,seats,false,Richmond CD 001,24,61
4808,66,264,72,DYCD,4021590002,4432108,406,29,40.736006,-73.849901,QN17,745,community district,"[""qn06""]",,,true,108-25 62 DRIVE,,queens,forest hills,NY,11375,York College,,York College,false,,,,"[""community center""]",,,,seats,false,Queens CD 006,16,27
4809,329,279,2712,DYCD,4101780001,4216655,412,27,40.697189,-73.787192,QN01,258,community district,"[""qn12""]",,,true,108-35 167 STREET,,queens,jamaica,NY,11433,York Early College Academy,,York Early College Academy,false,,,,"[""school""]",,,30,seats,false,Queens CD 012,14,32
4810,329,279,2712,DYCD,4101780001,4216655,412,27,40.697189,-73.787192,QN01,258,community district,"[""qn12""]",,,true,108-35 167 STREET,,queens,jamaica,NY,11433,York Early College Academy,,York Early College Academy,false,,,,"[""school""]",,,107,seats,false,Queens CD 012,14,32
4811,611,279,2868,DYCD,1014890001,1046411,108,5,40.770419,-73.951135,MN31,132,community district,"[""mn08""]",,,true,1458 YORK AVENUE,,manhattan,new york,NY,10075,Yorkville East Middle School,,,false,,,,"[""school""]",,,105,seats,false,Manhattan CD 008,28,76
4812,380,264,514,DYCD,3002920026,3003069,306,39,40.688806,-73.992806,BK33,45,community district,"[""bk06""]",,,true,150 Court Street,3rd. floor,brooklyn,brooklyn,NY,11201,Young Adult Program,,Young Adult Program,false,,,,,,,,seats,false,Brooklyn CD 006,26,52
4813,67,264,1170,DYCD,4060300040,4134304,411,19,40.770539,-73.786535,QN46,1085,community district,"[""qn11""]",,,true,203-05 32nd Avenue,,queens,bayside,NY,11361,Young Adult Service Program,,Young Adult Service Program,false,,,,,,,,seats,false,Queens CD 011,11,26
4814,2481,264,7183,DYCD,1017260057,1053709,110,9,40.809865,-73.942574,MN03,208,community district,"[""mn10""]",,,true,44 west 129th Street,,manhattan,new york,NY,10027,Young Faces Smiling,,Young Faces Smiling,false,,,,,,,,seats,false,Manhattan CD 010,30,70
4815,2481,264,8340,DYCD,1020697501,1089726,109,9,40.830515,-73.940507,MN04,23501,community district,"[""mn09""]",,,true,400 West  155 Street,,manhattan,new york,NY,10032,Young faces Smiling,,Young faces Smiling,false,,,,,,,,seats,false,Manhattan CD 009,30,71
4816,2411,264,6945,DYCD,4069400029,4149982,408,24,40.7315,-73.800288,QN38,1223,community district,"[""qn08""]",,,true,169-07 JEWEL AVENUE,,queens,fresh meadows,NY,11365,YOUNG ISRAEL OF HILLCREST,,YOUNG ISRAEL OF HILLCREST,false,,,,,,,,seats,false,Queens CD 008,11,25
4817,2881,264,9745,DYCD,4066560094,4143983,408,24,40.72993,-73.818146,QN37,77906,community district,"[""qn08""]",,,true,150-05 70 Road,,queens,flushing,NY,11367,YOUNG ISRAEL OF KEW GARDENSS HILLS,,YOUNG ISRAEL OF KEW GARDENSS HILLS,false,,,,,,,,seats,false,Queens CD 008,16,27
4818,2916,264,9896,DYCD,5019870059,5034466,502,50,40.602279,-74.140356,SI05,27302,community district,"[""si02""]",,,true,835 Forest Hill Road,,staten is,staten island,NY,10314,Young Israel of Staten Island,,Young Israel of Staten Island,false,,,,,,,,seats,false,Richmond CD 002,24,63
4819,554,271,2276,DYCD,3020140026,3057638,302,35,40.682445,-73.961984,BK69,201,community district,"[""bk02""]",,,true,972 Fulton Street,,brooklyn,brooklyn,NY,11238,Young Minds Compass Program,,Young Minds Compass Program,false,,,,"[""community center""]",,,80,seats,false,Brooklyn CD 002,25,57
4820,554,271,2276,DYCD,3020140026,3057638,302,35,40.682445,-73.961984,BK69,201,community district,"[""bk02""]",,,true,972 Fulton Street,,brooklyn,brooklyn,NY,11238,Young Minds Compass Program,,Young Minds Compass Program,false,"[""english""]","[""food services"",""life skills"",""mental health services""]",,"[""community center""]",,,80,seats,false,Brooklyn CD 002,25,57
4821,498,264,766,DYCD,3013160015,3337872,309,40,40.664007,-73.94922,BK60,329,community district,"[""bk09""]",,,true,400 EMPIRE BOULEVARD,,brooklyn,brooklyn,NY,11225,Young Musicians in Training  new Stars in the Music Category - M.S. 061 Dr. Gladstone H. Atwell,,Young Musicians in Training  new Stars in the Music Category - M.S. 061 Dr. Gladstone H. Atwell,false,,,,,,,,seats,false,Brooklyn CD 009,20,43
4822,2365,264,6783,DYCD,1011180005,1028160,107,6,40.77228,-73.980363,MN14,149,community district,"[""mn07""]",,,true,37 West 65th Street,,manhattan,new york,NY,10023,"Young People's Chorus of New York City, Inc.",,"Young People's Chorus of New York City, Inc.",false,,,,,,,,seats,false,Manhattan CD 007,27,75
4823,1419,264,6598,DYCD,3015480019,3042090,303,41,40.678793,-73.920384,BK79,301,community district,"[""bk03""]",,,true,1958 Fulton Street,,brooklyn,brooklyn,NY,11233,Young Professional Development,,Young Professional Development,false,,,,,,,,seats,false,Brooklyn CD 003,25,55
4824,1419,264,6598,DYCD,3015480019,3042090,303,41,40.678793,-73.920384,BK79,301,community district,"[""bk03""]",,,true,1958 Fulton Street,,brooklyn,brooklyn,NY,11233,Young Professional Development Program,,Young Professional Development Program,false,,,,,,,,seats,false,Brooklyn CD 003,25,55
4825,2469,264,7132,DYCD,2023677502,2116624,203,17,40.82351,-73.909046,BX35,141,community district,"[""bx03""]",,,true,3213 Third Avenue,,bronx,bronx,NY,10451,Young Urban Christian & Artists Inc,,Young Urban Christian & Artists Inc,false,,,,,,,,seats,false,Bronx CD 003,32,79
4826,655,279,2407,DYCD,1016340003,1052015,111,8,40.792727,-73.947392,MN33,172,community district,"[""mn11""]",,,true,105 East  106 Street,,manhattan,new york,NY,10029,Young Women's Leadership School,,Young Women's Leadership School,false,,"[""life skills""]",,"[""school""]",,,113,seats,false,Manhattan CD 011,29,68
4827,324,279,2527,DYCD,3030910001,3071418,301,34,40.705193,-73.939403,BK78,485,community district,"[""bk01""]",,,true,325 BUSHWICK AVENUE,,brooklyn,brooklyn,NY,11206,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,false,,,,"[""school""]",,,60,seats,false,Brooklyn CD 001,18,53
4828,324,279,2527,DYCD,3030910001,3071418,301,34,40.705193,-73.939403,BK78,485,community district,"[""bk01""]",,,true,325 BUSHWICK AVENUE,,brooklyn,brooklyn,NY,11206,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,false,"[""english"",""spanish""]",,,"[""school""]",,,90,seats,false,Brooklyn CD 001,18,53
